"dataset","dataset_md5","backend","metric","k","target_recall","n","p","shape_group","crossfit_selected_family","crossfit_selection_basis","crossfit_n_training_datasets","crossfit_median_training_time_sec","crossfit_test_method","crossfit_resolved_route_family","crossfit_time_sec","crossfit_min_run_mean_query_recall_at_k","crossfit_exact_selected","crossfit_approximate_target_met","crossfit_operating_point_met","crossfit_method_agreement","crossfit_abstained","crossfit_over_oracle","package_auto_method","package_auto_resolved_backend","package_auto_resolved_route_family","package_auto_time_sec","package_auto_exact_selected","package_auto_approximate_target_met","package_auto_operating_point_met","package_auto_method_agreement","package_auto_abstained","package_auto_over_oracle","oracle_method","oracle_resolved_route_family","oracle_time_sec","oracle_exact_audited"
"MNIST","b63d063e7332b8e685cd6decd766326c","cpu","euclidean",50,0.99,70000,784,"medium_high_dim","hnsw","same_shape_group",1,4.999,"faissR_cpu_hnsw","hnsw",6.058,0.99869140625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",97.051,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",6.058,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",100,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.42244999704107,"faissR_cpu_hnsw","hnsw",0.052,0.994066437571592,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.1745,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.052,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",100,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.440227214061103,"faissR_cpu_hnsw","hnsw",0.046,0.994295532646048,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.1495,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.046,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",100,0.99,873,375,"small_high_dim","exact","same_shape_group",2,1.28870293318515,"faissR_cpu_exact","exact_family",0.109,1,TRUE,NA,TRUE,FALSE,FALSE,2.03738317757009,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.1945,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0535,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",15,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.276665863452649,"faissR_cpu_hnsw","hnsw",0.0375,0.980832378770523,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.1305,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0375,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",15,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.26651923007543,"faissR_cpu_hnsw","hnsw",0.0365,0.981137838869798,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.107,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0365,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",15,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.956983542178234,"faissR_cpu_exact","exact_family",0.0595,1,TRUE,NA,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.0924999999999999,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",0.0595,TRUE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",30,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.290659594715193,"faissR_cpu_hnsw","hnsw",0.0355,0.974112256586483,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.143,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0355,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",30,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.277301730971878,"faissR_cpu_hnsw","hnsw",0.033,0.973081328751432,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.125,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.033,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",30,0.99,873,375,"small_high_dim","hnsw","same_shape_group",2,0.424073991185501,"faissR_cpu_hnsw","hnsw",0.045,0.999885452462772,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.17,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.045,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",50,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.355919583614052,"faissR_cpu_hnsw","hnsw",0.0405,0.966254295532646,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.121,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0405,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",50,0.95,873,375,"small_high_dim","hnsw","same_shape_group",1,0.588,"faissR_cpu_hnsw","hnsw",0.0359999999999999,0.966162657502864,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.119,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0359999999999999,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","correlation",50,0.99,873,375,"small_high_dim","hnsw","same_shape_group",2,0.410044509779121,"faissR_cpu_hnsw","hnsw",0.0465,0.996930126002291,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",0.118,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0465,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",100,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.352966358170294,"faissR_cpu_hnsw","hnsw",0.042,0.987239404352806,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.119,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.042,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",100,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.347439203314767,"faissR_cpu_hnsw","hnsw",0.048,0.986689576174112,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.149,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.048,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",100,0.99,873,375,"small_high_dim","hnsw","same_shape_group",2,0.456234588780816,"faissR_cpu_hnsw","hnsw",0.047,0.998957617411226,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.151,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.047,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",15,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.244104997900494,"faissR_cpu_hnsw","hnsw",0.0355,0.959831996945399,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.0889999999999999,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0355,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",15,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.238115518183927,"faissR_cpu_hnsw","hnsw",0.028,0.982359679266896,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.109,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.028,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",15,0.99,873,375,"small_high_dim","exact","same_shape_group",2,1.04283555750655,"faissR_cpu_exact","exact_family",0.0895,1,TRUE,NA,TRUE,FALSE,FALSE,1.88421052631579,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.119,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0474999999999999,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",30,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.281545733407558,"faissR_cpu_hnsw","hnsw",0.0345,0.996907216494845,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.112,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0345,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",30,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.286635657237546,"faissR_cpu_hnsw","hnsw",0.0355,0.997098129056892,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.1145,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0355,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",30,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.998705286858941,"faissR_cpu_exact","exact_family",0.1295,1,TRUE,NA,TRUE,FALSE,FALSE,3.15853658536585,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.13,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.041,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",50,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.268159467481571,"faissR_cpu_hnsw","hnsw",0.0365,0.976013745704467,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.0980000000000001,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0365,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",50,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.305418565251034,"faissR_cpu_hnsw","hnsw",0.0415,0.976403207331042,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.084,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0415,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","cosine",50,0.99,873,375,"small_high_dim","exact","same_shape_group",2,1.40991223131087,"faissR_cpu_exact","exact_family",0.0785,1,TRUE,NA,TRUE,FALSE,FALSE,1.86904761904762,"faissR_cpu_auto","faiss_flat_cosine","exact_family",0.125,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.042,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",100,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.258232937480872,"faissR_cpu_hnsw","hnsw",0.039,0.994054982817869,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.0960000000000001,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.039,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",100,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.277668867538296,"faissR_cpu_hnsw","hnsw",0.0395,0.994192439862543,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.135,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0395,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",100,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.820629940959992,"faissR_cpu_exact","exact_family",0.094,0.999988545246277,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.103,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.043,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",15,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.165798069952578,"faissR_cpu_hnsw","hnsw",0.024,0.903398243604429,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.1,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.024,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",15,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.188963620837451,"faissR_cpu_hnsw","hnsw",0.0305,0.970523100420008,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.103,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0305,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",15,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.753813969093171,"faissR_cpu_exact","exact_family",0.121,1,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.116,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.033,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",30,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.178220369206216,"faissR_cpu_hnsw","hnsw",0.029,0.929858724704086,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.131,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.029,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",30,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.188308257917703,"faissR_cpu_hnsw","hnsw",0.0329999999999999,0.956930126002291,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.0940000000000001,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0329999999999999,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",30,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.755029800736368,"faissR_cpu_exact","exact_family",0.093,1,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.121,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.0305,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",50,0.9,873,375,"small_high_dim","hnsw","same_shape_group",2,0.229032748750042,"faissR_cpu_hnsw","hnsw",0.03,0.98581901489118,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.0679999999999999,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.03,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",50,0.95,873,375,"small_high_dim","hnsw","same_shape_group",2,0.228344586097415,"faissR_cpu_hnsw","hnsw",0.034,0.986254295532646,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.101,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.034,FALSE
"MetRef","500e69ce3c5bebc2f57687c93426ed58","cpu","euclidean",50,0.99,873,375,"small_high_dim","exact","same_shape_group",2,0.768172832115273,"faissR_cpu_exact","exact_family",0.118,1,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_auto","faiss_flat_l2","exact_family",0.105,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.036,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",100,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.187488666324127,"faissR_cpu_hnsw","hnsw",0.264,0.9805859375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",2.985,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.264,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",100,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.181038669902317,"faissR_cpu_hnsw","hnsw",0.272,0.980009765625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",2.909,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.272,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",100,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.20778474438707,"faissR_cpu_hnsw","hnsw",0.3045,0.98669921875,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"faissR_cpu_auto","faiss_flat_correlation","exact_family",3.004,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",2.4955,TRUE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",15,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.149749791318719,"faissR_cpu_hnsw","hnsw",0.128,0.948502604166667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.711,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.128,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",15,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.145185226521158,"faissR_cpu_hnsw","hnsw",0.123,0.950651041666667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.322,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.123,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",15,0.99,11000,256,"small_high_dim","exact","same_shape_group",2,0.203718555855867,"faissR_cpu_exact","exact_family",1.313,0.981770833333333,TRUE,NA,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.481,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",1.313,TRUE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",30,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.14187494493391,"faissR_cpu_hnsw","hnsw",0.149,0.955436197916667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.513,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.149,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",30,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.136848456330351,"faissR_cpu_hnsw","hnsw",0.1355,0.956998697916667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.32,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.1355,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",30,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.186567682088833,"faissR_cpu_hnsw","hnsw",0.2325,0.990397135416667,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.638,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.2325,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",50,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.157242646886905,"faissR_cpu_hnsw","hnsw",0.2075,0.94919921875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.648,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.2075,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",50,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.145492267835785,"faissR_cpu_hnsw","hnsw",0.1835,0.94900390625,FALSE,FALSE,FALSE,NA,FALSE,NA,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.515,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","correlation",50,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.18259381150521,"faissR_cpu_hnsw","hnsw",0.2345,0.99005859375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_correlation","exact_family",1.444,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.2345,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",100,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.150668510313204,"faissR_cpu_hnsw","hnsw",0.2305,0.968125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",3.106,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.2305,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",100,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.156690778286407,"faissR_cpu_hnsw","hnsw",0.236,0.968447265625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",2.569,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.236,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",100,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.184466799180774,"faissR_cpu_hnsw","hnsw",0.2875,0.99046875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",3.054,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.2875,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",15,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.132494339501731,"faissR_cpu_hnsw","hnsw",0.1205,0.912109375,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.444,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.1205,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",15,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.115991378989992,"faissR_cpu_hnsw","hnsw",0.118,0.9541015625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.645,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.118,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",15,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.185381363680387,"faissR_cpu_hnsw","hnsw",0.2865,0.983138020833333,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.371,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",1.4385,TRUE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",30,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.134133329191517,"faissR_cpu_hnsw","hnsw",0.152,0.984765625,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.5265,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.152,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",30,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.13586758259423,"faissR_cpu_hnsw","hnsw",0.158,0.984505208333333,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.292,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.158,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",30,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.154870913989684,"faissR_cpu_hnsw","hnsw",0.1935,0.988997395833333,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"faissR_cpu_auto","faiss_flat_cosine","exact_family",1.293,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",1.2945,TRUE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",50,0.9,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.132500943392868,"faissR_cpu_hnsw","hnsw",0.1495,0.96392578125,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",2.84,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.1495,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",50,0.95,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.150460127608613,"faissR_cpu_hnsw","hnsw",0.171,0.963046875,FALSE,TRUE,TRUE,TRUE,FALSE,1,"faissR_cpu_auto","faiss_flat_cosine","exact_family",2.5345,FALSE,NA,FALSE,FALSE,TRUE,NA,"faissR_cpu_hnsw","hnsw",0.171,FALSE
"USPS","aaccc5d9ba97f10b4f1bca66d806b132","cpu","cosine",50,0.99,11000,256,"small_high_dim","hnsw","same_shape_group",2,0.155267511089732,"faissR_cpu_hnsw","hnsw",0.2015,0.98896484375,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"faissR_cpu_auto","faiss_flat_cosine","exact_family",2.627,FALSE,NA,FALSE,TRUE,TRUE,NA,"faissR_cpu_exact","exact_family",2.5985,TRUE
